,power,speed
2018-05-18 14:20:33,72.0,356.076
2018-05-18 14:20:34,59.0,351.216
2018-05-18 14:20:35,44.0,344.952
2018-05-18 14:20:36,40.0,335.952
2018-05-18 14:20:37,34.0,327.42
2018-05-18 14:20:38,40.0,326.01599999999996
2018-05-18 14:20:39,40.0,319.284
2018-05-18 14:20:40,38.0,309.06000000000006
2018-05-18 14:20:41,36.0,299.48400000000004
2018-05-18 14:20:42,33.0,296.028
2018-05-18 14:20:43,29.0,284.076
2018-05-18 14:20:44,21.0,261.036
2018-05-18 14:20:45,17.0,242.964
2018-05-18 14:20:46,13.0,232.74
2018-05-18 14:20:47,24.0,232.74
2018-05-18 14:20:48,35.0,232.74
2018-05-18 14:20:49,100.0,248.43599999999998
2018-05-18 14:20:50,112.0,260.172
2018-05-18 14:20:51,121.0,263.7
2018-05-18 14:20:52,134.0,266.436
2018-05-18 14:20:53,153.0,269.20799999999997
2018-05-18 14:20:54,153.0,266.436
2018-05-18 14:20:55,156.0,271.116
2018-05-18 14:20:56,156.0,272.052
2018-05-18 14:20:57,139.0,273.024
2018-05-18 14:20:58,139.0,270.18
2018-05-18 14:20:59,121.0,270.18
2018-05-18 14:21:00,107.0,273.024
2018-05-18 14:21:01,91.0,269.20799999999997
2018-05-18 14:21:02,66.0,268.272
2018-05-18 14:21:03,66.0,266.436
2018-05-18 14:21:04,75.0,264.59999999999997
2018-05-18 14:21:05,92.0,267.37199999999996
2018-05-18 14:21:06,91.0,262.8
2018-05-18 14:21:07,91.0,265.536
2018-05-18 14:21:08,102.0,261.036
2018-05-18 14:21:09,110.0,267.37199999999996
2018-05-18 14:21:10,106.0,263.7
2018-05-18 14:21:11,108.0,261.936
2018-05-18 14:21:12,107.0,262.8
2018-05-18 14:21:13,96.0,262.8
2018-05-18 14:21:14,96.0,261.936
2018-05-18 14:21:15,95.0,268.272
2018-05-18 14:21:16,98.0,272.052
2018-05-18 14:21:17,108.0,273.024
2018-05-18 14:21:18,115.0,273.996
2018-05-18 14:21:19,119.0,275.94
2018-05-18 14:21:20,134.0,274.968
2018-05-18 14:21:21,142.0,271.116
2018-05-18 14:21:22,148.0,276.948
2018-05-18 14:21:23,139.0,273.024
2018-05-18 14:21:24,139.0,273.024
2018-05-18 14:21:25,134.0,273.996
2018-05-18 14:21:26,122.0,273.024
2018-05-18 14:21:27,114.0,273.024
2018-05-18 14:21:28,108.0,274.968
2018-05-18 14:21:29,107.0,275.94
2018-05-18 14:21:30,106.0,275.94
2018-05-18 14:21:31,116.0,279.936
2018-05-18 14:21:32,130.0,284.076
2018-05-18 14:21:33,134.0,281.988
2018-05-18 14:21:34,141.0,278.928
2018-05-18 14:21:35,145.0,285.12
2018-05-18 14:21:36,151.0,281.988
2018-05-18 14:21:37,147.0,284.076
2018-05-18 14:21:38,148.0,284.076
2018-05-18 14:21:39,148.0,287.244
2018-05-18 14:21:40,167.0,290.48400000000004
2018-05-18 14:21:41,175.0,302.40000000000003
2018-05-18 14:21:42,177.0,310.32
2018-05-18 14:21:43,172.0,311.544
2018-05-18 14:21:44,154.0,315.36
2018-05-18 14:21:45,166.0,309.06000000000006
2018-05-18 14:21:46,190.0,307.836
2018-05-18 14:21:47,197.0,310.32
2018-05-18 14:21:48,204.0,306.61199999999997
2018-05-18 14:21:49,191.0,310.32
2018-05-18 14:21:50,191.0,312.804
2018-05-18 14:21:51,187.0,314.09999999999997
2018-05-18 14:21:52,177.0,316.65599999999995
2018-05-18 14:21:53,162.0,316.65599999999995
2018-05-18 14:21:54,154.0,317.988
2018-05-18 14:21:55,150.0,317.988
2018-05-18 14:21:56,191.0,319.284
2018-05-18 14:21:57,192.0,316.65599999999995
2018-05-18 14:21:58,192.0,316.65599999999995
2018-05-18 14:21:59,182.0,317.988
2018-05-18 14:22:00,158.0,320.61600000000004
2018-05-18 14:22:01,144.0,312.804
2018-05-18 14:22:02,129.0,317.988
2018-05-18 14:22:03,135.0,311.544
2018-05-18 14:22:04,170.0,323.28000000000003
2018-05-18 14:22:05,188.0,324.648
2018-05-18 14:22:06,198.0,328.78799999999995
2018-05-18 14:22:07,207.0,330.192
2018-05-18 14:22:08,205.0,323.28000000000003
2018-05-18 14:22:09,185.0,321.948
2018-05-18 14:22:10,166.0,319.284
2018-05-18 14:22:11,132.0,317.988
2018-05-18 14:22:12,119.0,316.65599999999995
2018-05-18 14:22:13,119.0,317.988
2018-05-18 14:22:14,136.0,317.988
2018-05-18 14:22:15,157.0,317.988
2018-05-18 14:22:16,168.0,314.09999999999997
2018-05-18 14:22:17,184.0,321.948
2018-05-18 14:22:18,188.0,324.648
2018-05-18 14:22:19,197.0,324.648
2018-05-18 14:22:20,210.0,323.28000000000003
2018-05-18 14:22:21,200.0,323.28000000000003
2018-05-18 14:22:22,188.0,327.42
2018-05-18 14:22:23,179.0,324.648
2018-05-18 14:22:24,179.0,326.01599999999996
2018-05-18 14:22:25,160.0,328.78799999999995
2018-05-18 14:22:26,156.0,328.78799999999995
2018-05-18 14:22:27,170.0,330.192
2018-05-18 14:22:28,189.0,335.952
2018-05-18 14:22:29,199.0,338.904
2018-05-18 14:22:30,208.0,330.192
2018-05-18 14:22:31,193.0,327.42
2018-05-18 14:22:32,134.0,320.61600000000004
2018-05-18 14:22:33,125.0,320.61600000000004
2018-05-18 14:22:34,124.0,319.284
2018-05-18 14:22:35,123.0,315.36
2018-05-18 14:22:36,121.0,317.988
2018-05-18 14:22:37,135.0,320.61600000000004
2018-05-18 14:22:38,166.0,321.948
2018-05-18 14:22:39,185.0,322.632
2018-05-18 14:22:40,200.0,324.648
2018-05-18 14:22:41,197.0,321.948
2018-05-18 14:22:42,214.0,326.01599999999996
2018-05-18 14:22:43,205.0,323.28000000000003
2018-05-18 14:22:44,198.0,326.01599999999996
2018-05-18 14:22:45,172.0,324.648
2018-05-18 14:22:46,139.0,320.61600000000004
2018-05-18 14:22:47,133.0,328.78799999999995
2018-05-18 14:22:48,163.0,323.28000000000003
2018-05-18 14:22:49,184.0,327.42
2018-05-18 14:22:50,216.0,334.476
2018-05-18 14:22:51,252.0,335.952
2018-05-18 14:22:52,269.0,343.404
2018-05-18 14:22:53,232.0,338.904
2018-05-18 14:22:54,272.0,344.952
2018-05-18 14:22:55,285.0,354.42
2018-05-18 14:22:56,226.0,351.216
2018-05-18 14:22:57,226.0,352.8
2018-05-18 14:22:58,188.0,352.00800000000004
2018-05-18 14:22:59,195.0,351.216
2018-05-18 14:23:00,213.0,352.8
2018-05-18 14:23:01,225.0,356.076
2018-05-18 14:23:02,248.0,357.73199999999997
2018-05-18 14:23:03,245.0,352.8
2018-05-18 14:23:04,245.0,353.62800000000004
2018-05-18 14:23:05,221.0,352.8
2018-05-18 14:23:06,199.0,351.216
2018-05-18 14:23:07,184.0,349.632
2018-05-18 14:23:08,175.0,357.73199999999997
2018-05-18 14:23:09,183.0,362.772
2018-05-18 14:23:10,215.0,364.464
2018-05-18 14:23:11,234.0,364.464
2018-05-18 14:23:12,261.0,369.684
2018-05-18 14:23:13,276.0,356.076
2018-05-18 14:23:14,290.0,364.464
2018-05-18 14:23:15,259.0,366.192
2018-05-18 14:23:16,224.0,364.464
2018-05-18 14:23:17,197.0,359.38800000000003
2018-05-18 14:23:18,180.0,362.772
2018-05-18 14:23:19,169.0,362.772
2018-05-18 14:23:20,174.0,361.044
2018-05-18 14:23:21,195.0,361.044
2018-05-18 14:23:22,219.0,363.59999999999997
2018-05-18 14:23:23,231.0,359.38800000000003
2018-05-18 14:23:24,234.0,352.8
2018-05-18 14:23:25,230.0,356.076
2018-05-18 14:23:26,219.0,356.904
2018-05-18 14:23:27,219.0,354.42
2018-05-18 14:23:28,193.0,362.772
2018-05-18 14:23:29,206.0,367.056
2018-05-18 14:23:30,226.0,367.92
2018-05-18 14:23:31,243.0,364.464
2018-05-18 14:23:32,250.0,364.464
2018-05-18 14:23:33,247.0,352.8
2018-05-18 14:23:34,237.0,354.42
2018-05-18 14:23:35,209.0,356.076
2018-05-18 14:23:36,195.0,357.73199999999997
2018-05-18 14:23:37,196.0,356.076
2018-05-18 14:23:38,186.0,356.076
2018-05-18 14:23:39,186.0,356.076
2018-05-18 14:23:40,206.0,357.73199999999997
2018-05-18 14:23:41,225.0,359.38800000000003
2018-05-18 14:23:42,240.0,361.044
2018-05-18 14:23:43,261.0,361.908
2018-05-18 14:23:44,282.0,361.044
2018-05-18 14:23:45,274.0,362.772
2018-05-18 14:23:46,249.0,362.772
2018-05-18 14:23:47,223.0,363.59999999999997
2018-05-18 14:23:48,235.0,366.192
2018-05-18 14:23:49,246.0,378.75600000000003
2018-05-18 14:23:50,335.0,390.24
2018-05-18 14:23:51,372.0,400.356
2018-05-18 14:23:52,419.0,406.65599999999995
2018-05-18 14:23:53,483.0,406.65599999999995
2018-05-18 14:23:54,455.0,402.444
2018-05-18 14:23:55,417.0,408.816
2018-05-18 14:23:56,377.0,408.816
2018-05-18 14:23:57,370.0,413.20799999999997
2018-05-18 14:23:58,368.0,419.93999999999994
2018-05-18 14:23:59,307.0,421.056
2018-05-18 14:24:00,307.0,421.056
2018-05-18 14:24:01,307.0,421.056
2018-05-18 14:24:02,335.0,419.93999999999994
2018-05-18 14:24:03,379.0,416.52
2018-05-18 14:24:04,374.0,411.012
2018-05-18 14:24:05,326.0,408.816
2018-05-18 14:24:06,250.0,404.532
2018-05-18 14:24:07,228.0,406.65599999999995
2018-05-18 14:24:08,233.0,411.012
2018-05-18 14:24:09,322.0,415.404
2018-05-18 14:24:10,363.0,419.93999999999994
2018-05-18 14:24:11,423.0,421.056
2018-05-18 14:24:12,419.0,417.672
2018-05-18 14:24:13,371.0,413.20799999999997
2018-05-18 14:24:14,354.0,422.20799999999997
2018-05-18 14:24:15,349.0,419.93999999999994
2018-05-18 14:24:16,339.0,422.20799999999997
2018-05-18 14:24:17,367.0,421.056
2018-05-18 14:24:18,380.0,428.076
2018-05-18 14:24:19,400.0,431.676
2018-05-18 14:24:20,397.0,428.076
2018-05-18 14:24:21,398.0,424.548
2018-05-18 14:24:22,325.0,424.548
2018-05-18 14:24:23,264.0,422.20799999999997
2018-05-18 14:24:24,227.0,417.672
2018-05-18 14:24:25,216.0,423.39599999999996
2018-05-18 14:24:26,298.0,431.676
2018-05-18 14:24:27,375.0,436.536
2018-05-18 14:24:28,404.0,430.452
2018-05-18 14:24:29,416.0,422.20799999999997
2018-05-18 14:24:30,366.0,421.056
2018-05-18 14:24:31,328.0,424.548
2018-05-18 14:24:32,262.0,424.548
2018-05-18 14:24:33,250.0,422.20799999999997
2018-05-18 14:24:34,299.0,415.404
2018-05-18 14:24:35,348.0,413.20799999999997
2018-05-18 14:24:36,384.0,412.092
2018-05-18 14:24:37,411.0,419.93999999999994
2018-05-18 14:24:38,416.0,426.88800000000003
2018-05-18 14:24:39,360.0,434.08799999999997
2018-05-18 14:24:40,317.0,436.536
2018-05-18 14:24:41,258.0,428.076
2018-05-18 14:24:42,188.0,424.548
2018-05-18 14:24:43,176.0,412.092
2018-05-18 14:24:44,159.0,402.444
2018-05-18 14:24:45,154.0,396.252
2018-05-18 14:24:46,140.0,386.352
2018-05-18 14:24:47,127.0,375.98400000000004
2018-05-18 14:24:48,108.0,380.62800000000004
2018-05-18 14:24:49,88.0,386.352
2018-05-18 14:24:50,77.0,383.472
2018-05-18 14:24:51,67.0,375.98400000000004
2018-05-18 14:24:52,61.0,369.684
2018-05-18 14:24:53,55.0,367.92
2018-05-18 14:24:54,68.0,361.044
2018-05-18 14:24:55,68.0,357.73199999999997
2018-05-18 14:24:56,58.0,352.8
2018-05-18 14:24:57,55.0,346.5
2018-05-18 14:24:58,61.0,340.38
2018-05-18 14:24:59,52.0,335.952
2018-05-18 14:25:00,43.0,330.192
2018-05-18 14:25:01,31.0,319.284
2018-05-18 14:25:02,20.0,320.61600000000004
2018-05-18 14:25:03,27.0,310.932
2018-05-18 14:25:04,54.0,315.36
2018-05-18 14:25:05,83.0,319.284
2018-05-18 14:25:06,82.0,314.09999999999997
2018-05-18 14:25:07,106.0,307.836
2018-05-18 14:25:08,134.0,305.38800000000003
2018-05-18 14:25:09,138.0,303.012
2018-05-18 14:25:10,109.0,300.636
2018-05-18 14:25:11,109.0,299.48400000000004
2018-05-18 14:25:12,115.0,294.91200000000003
2018-05-18 14:25:13,116.0,292.68
2018-05-18 14:25:14,109.0,297.18
2018-05-18 14:25:15,110.0,298.33200000000005
2018-05-18 14:25:16,124.0,299.48400000000004
2018-05-18 14:25:17,136.0,298.33200000000005
2018-05-18 14:25:18,159.0,301.824
2018-05-18 14:25:19,164.0,299.48400000000004
2018-05-18 14:25:20,169.0,296.028
2018-05-18 14:25:21,177.0,293.796
2018-05-18 14:25:22,167.0,296.028
2018-05-18 14:25:23,158.0,297.18
2018-05-18 14:25:24,133.0,297.18
2018-05-18 14:25:25,124.0,297.18
2018-05-18 14:25:26,110.0,300.636
2018-05-18 14:25:27,133.0,301.824
2018-05-18 14:25:28,153.0,298.33200000000005
2018-05-18 14:25:29,158.0,303.012
2018-05-18 14:25:30,163.0,301.824
2018-05-18 14:25:31,171.0,303.012
2018-05-18 14:25:32,157.0,300.636
2018-05-18 14:25:33,153.0,296.028
2018-05-18 14:25:34,137.0,286.164
2018-05-18 14:25:35,108.0,286.164
2018-05-18 14:25:36,108.0,287.244
2018-05-18 14:25:37,102.0,288.324
2018-05-18 14:25:38,110.0,288.324
2018-05-18 14:25:39,107.0,291.564
2018-05-18 14:25:40,120.0,284.076
2018-05-18 14:25:41,125.0,285.12
2018-05-18 14:25:42,157.0,292.68
2018-05-18 14:25:43,146.0,290.48400000000004
2018-05-18 14:25:44,140.0,284.076
2018-05-18 14:25:45,130.0,279.936
2018-05-18 14:25:46,103.0,267.37199999999996
2018-05-18 14:25:47,68.0,243.756
2018-05-18 14:25:48,0.0,230.652
2018-05-18 14:25:49,0.0,207.14399999999998
2018-05-18 14:25:50,0.0,158.976
2018-05-18 14:25:51,0.0,129.42000000000002
2018-05-18 14:25:52,0.0,89.964
2018-05-18 14:25:53,0.0,0.0
