,speed,power,crop
2018-05-18 14:10:05,1.855,0.0,0.0
2018-05-18 14:10:06,2.731,186.0,0.0
2018-05-18 14:10:07,2.92,186.0,0.0
2018-05-18 14:10:08,3.252,146.0,0.0
2018-05-18 14:10:09,3.559,146.0,0.0
2018-05-18 14:10:10,3.746,125.0,0.0
2018-05-18 14:10:11,3.867,111.0,0.0
2018-05-18 14:10:12,4.104,111.0,0.0
2018-05-18 14:10:13,4.345,108.0,0.0
2018-05-18 14:10:14,4.626,107.0,0.0
2018-05-18 14:10:15,4.77,107.0,0.0
2018-05-18 14:10:16,4.823,106.0,0.0
2018-05-18 14:10:17,4.9,104.0,0.0
2018-05-18 14:10:18,5.086,102.0,0.0
2018-05-18 14:10:19,5.172,102.0,0.0
2018-05-18 14:10:20,5.366,110.0,0.0
2018-05-18 14:10:21,5.42,107.0,0.0
2018-05-18 14:10:22,5.461,96.0,0.0
2018-05-18 14:10:23,5.633,102.0,0.0
2018-05-18 14:10:24,5.663,93.0,0.0
2018-05-18 14:10:25,5.739,93.0,0.0
2018-05-18 14:10:26,5.832,100.0,0.0
2018-05-18 14:10:27,5.945,104.0,0.0
2018-05-18 14:10:28,5.979,104.0,0.0
2018-05-18 14:10:29,6.063,97.0,0.0
2018-05-18 14:10:30,6.097,97.0,0.0
2018-05-18 14:10:31,6.203,99.0,0.0
2018-05-18 14:10:32,6.257,100.0,0.0
2018-05-18 14:10:33,6.35,107.0,0.0
2018-05-18 14:10:34,6.369,108.0,0.0
2018-05-18 14:10:35,6.369,109.0,0.0
2018-05-18 14:10:36,6.544,120.0,0.0
2018-05-18 14:10:37,6.584,127.0,0.0
2018-05-18 14:10:38,6.604,126.0,0.0
2018-05-18 14:10:39,6.686,113.0,0.0
2018-05-18 14:10:40,6.645,97.0,0.0
2018-05-18 14:10:41,6.624,89.0,0.0
2018-05-18 14:10:42,6.749,84.0,0.0
2018-05-18 14:10:43,6.924,89.0,0.0
2018-05-18 14:10:44,7.037,110.0,0.0
2018-05-18 14:10:45,7.06,128.0,0.0
2018-05-18 14:10:46,7.037,142.0,0.0
2018-05-18 14:10:47,7.107,144.0,0.0
2018-05-18 14:10:48,7.084,148.0,400.0
2018-05-18 14:10:49,7.154,144.0,400.0
2018-05-18 14:10:50,7.178,132.0,400.0
2018-05-18 14:10:51,7.251,116.0,400.0
2018-05-18 14:10:52,7.154,104.0,400.0
2018-05-18 14:10:53,7.154,98.0,400.0
2018-05-18 14:10:54,7.06,92.0,400.0
2018-05-18 14:10:55,7.107,101.0,400.0
2018-05-18 14:10:56,7.178,104.0,400.0
2018-05-18 14:10:57,7.251,110.0,400.0
2018-05-18 14:10:58,7.227,109.0,400.0
2018-05-18 14:10:59,7.35,118.0,400.0
2018-05-18 14:11:00,7.3,118.0,400.0
2018-05-18 14:11:01,7.35,116.0,400.0
2018-05-18 14:11:02,7.3,114.0,400.0
2018-05-18 14:11:03,7.35,114.0,400.0
2018-05-18 14:11:04,7.35,118.0,400.0
2018-05-18 14:11:05,7.35,102.0,400.0
2018-05-18 14:11:06,7.202,88.0,400.0
2018-05-18 14:11:07,7.202,78.0,400.0
2018-05-18 14:11:08,7.131,92.0,400.0
2018-05-18 14:11:09,7.35,94.0,400.0
2018-05-18 14:11:10,7.452,91.0,400.0
