,2018-05-18-11-12-07-force,2018-05-18-11-12-07-ACd,2018-05-18-11-12-07-vitesse moyenne,2018-05-18-11-12-07-vitesse moyenne quadratique,2018-05-18-14-10-54-force,2018-05-18-14-10-54-ACd,2018-05-18-14-10-54-vitesse moyenne,2018-05-18-14-10-54-vitesse moyenne quadratique
0,17.551539884958064,0.5503041856043159,7.346422222222222,7.3476831284123545,16.60835578827404,0.531690581586132,7.219343749999999,7.220862033026251
1,20.908487983535455,0.5229435966195054,8.2726875,8.27362382816623,20.24225675103167,0.4948080677737478,8.375787878787879,8.376485067790014
2,26.790667192911297,0.44829944441891245,10.056285714285716,10.057341767513492,25.328457495658423,0.46425106169633445,9.6664375,9.667496638220259
3,33.673950659734025,0.4463284641919226,11.2944375,11.296740727417799,29.467536735638618,0.3851321201877388,11.378555555555558,11.37971459317949
4,15.901873631355716,0.5579708857824811,7.0014375,7.00258627669092,17.2302035265799,0.5444826404162629,7.391675675675677,7.392441830424925
5,20.379357630539857,0.4375228336010172,8.734321428571429,8.734972068399205,20.349617669208715,0.4693564343704559,8.539075,8.540194665521389
6,24.10540631583897,0.4166741731695887,9.971812499999999,9.972457548794079,24.977327196976333,0.42773529651090403,9.917763157894735,9.919444666915583
7,29.05696810840785,0.3911309802820325,11.387290322580645,11.389323396029933,24.917013745124517,0.31765874250043025,11.502933333333335,11.505179152596163
8,15.467878554697268,0.49283433370816676,7.4083,7.410160038757597,16.353088875843273,0.48943542819322966,7.5878749999999995,7.589163225173994
9,19.21739494720289,0.43515913909913007,8.588135135135134,8.588953680415578,20.17435852440057,0.4763619744423882,8.593172413793102,8.594066642066249
10,22.551743481619702,0.3848544114754325,10.056526315789474,10.057641520126298,23.80245068593257,0.3962540201388963,10.042257142857144,10.04344090865846
11,25.46209881114724,0.3410297377687002,11.31075,11.313128015716963,28.10294557218962,0.3703801064082255,11.386266666666668,11.387574632027665
