,speed,power,crop
2018-05-18 12:10:54,2.343,0.0,0.0
2018-05-18 12:10:55,2.412,0.0,0.0
2018-05-18 12:10:56,2.266,0.0,0.0
2018-05-18 12:10:57,2.315,0.0,0.0
2018-05-18 12:10:58,3.247,0.0,0.0
2018-05-18 12:10:59,3.797,165.0,0.0
2018-05-18 12:11:00,3.93,0.0,0.0
2018-05-18 12:11:01,3.756,0.0,0.0
2018-05-18 12:11:02,3.838,0.0,0.0
2018-05-18 12:11:03,3.894,0.0,0.0
2018-05-18 12:11:04,3.966,61.0,0.0
2018-05-18 12:11:05,4.034,57.0,0.0
2018-05-18 12:11:06,4.08,55.0,0.0
2018-05-18 12:11:07,3.908,55.0,0.0
2018-05-18 12:11:08,4.356,74.0,0.0
2018-05-18 12:11:09,4.571,101.0,0.0
2018-05-18 12:11:10,4.522,0.0,0.0
2018-05-18 12:11:11,4.419,0.0,0.0
2018-05-18 12:11:12,4.294,0.0,0.0
2018-05-18 12:11:13,4.201,0.0,0.0
2018-05-18 12:11:14,4.16,0.0,0.0
2018-05-18 12:11:15,4.128,0.0,0.0
2018-05-18 12:11:16,4.447,0.0,0.0
2018-05-18 12:11:17,4.625,151.0,0.0
2018-05-18 12:11:18,4.896,156.0,0.0
2018-05-18 12:11:19,5.096,152.0,0.0
2018-05-18 12:11:20,5.259,164.0,0.0
2018-05-18 12:11:21,5.325,176.0,0.0
2018-05-18 12:11:22,5.365,175.0,0.0
2018-05-18 12:11:23,5.338,155.0,0.0
2018-05-18 12:11:24,5.365,154.0,0.0
2018-05-18 12:11:25,5.285,122.0,0.0
2018-05-18 12:11:26,5.233,101.0,0.0
2018-05-18 12:11:27,5.208,86.0,0.0
2018-05-18 12:11:28,5.285,71.0,0.0
2018-05-18 12:11:29,5.489,70.0,0.0
2018-05-18 12:11:30,5.59,68.0,0.0
2018-05-18 12:11:31,5.605,68.0,0.0
2018-05-18 12:11:32,5.65,68.0,0.0
2018-05-18 12:11:33,5.635,66.0,0.0
2018-05-18 12:11:34,5.605,66.0,0.0
2018-05-18 12:11:35,5.605,66.0,0.0
2018-05-18 12:11:36,5.475,74.0,0.0
2018-05-18 12:11:37,5.576,77.0,0.0
2018-05-18 12:11:38,5.635,73.0,0.0
2018-05-18 12:11:39,5.352,75.0,0.0
2018-05-18 12:11:40,5.272,71.0,0.0
2018-05-18 12:11:41,5.406,85.0,0.0
2018-05-18 12:11:42,5.379,80.0,0.0
2018-05-18 12:11:43,5.325,85.0,0.0
2018-05-18 12:11:44,5.504,74.0,0.0
2018-05-18 12:11:45,5.475,68.0,0.0
2018-05-18 12:11:46,5.22,65.0,0.0
2018-05-18 12:11:47,5.233,65.0,0.0
2018-05-18 12:11:48,5.605,66.0,0.0
2018-05-18 12:11:49,5.59,61.0,0.0
2018-05-18 12:11:50,5.576,61.0,0.0
2018-05-18 12:11:51,5.68,58.0,0.0
2018-05-18 12:11:52,5.605,55.0,0.0
2018-05-18 12:11:53,5.605,57.0,0.0
2018-05-18 12:11:54,5.504,60.0,0.0
2018-05-18 12:11:55,5.42,62.0,0.0
2018-05-18 12:11:56,5.406,66.0,0.0
2018-05-18 12:11:57,5.461,68.0,0.0
2018-05-18 12:11:58,5.406,67.0,0.0
2018-05-18 12:11:59,5.406,66.0,0.0
2018-05-18 12:12:00,5.365,64.0,0.0
2018-05-18 12:12:01,5.392,61.0,0.0
2018-05-18 12:12:02,5.325,61.0,0.0
2018-05-18 12:12:03,5.312,62.0,0.0
2018-05-18 12:12:04,5.406,69.0,0.0
2018-05-18 12:12:05,5.518,70.0,0.0
2018-05-18 12:12:06,5.65,83.0,0.0
2018-05-18 12:12:07,5.788,76.0,0.0
2018-05-18 12:12:08,5.966,98.0,0.0
2018-05-18 12:12:09,6.085,102.0,0.0
2018-05-18 12:12:10,6.174,106.0,0.0
2018-05-18 12:12:11,6.32,125.0,0.0
2018-05-18 12:12:12,6.396,154.0,0.0
2018-05-18 12:12:13,6.435,156.0,0.0
2018-05-18 12:12:14,6.415,155.0,0.0
2018-05-18 12:12:15,6.494,157.0,0.0
2018-05-18 12:12:16,6.454,153.0,0.0
2018-05-18 12:12:17,6.615,162.0,0.0
2018-05-18 12:12:18,6.635,176.0,0.0
2018-05-18 12:12:19,6.783,170.0,0.0
2018-05-18 12:12:20,6.719,173.0,0.0
2018-05-18 12:12:21,7.053,199.0,400.0
2018-05-18 12:12:22,7.294,195.0,400.0
2018-05-18 12:12:23,7.345,184.0,400.0
2018-05-18 12:12:24,7.421,174.0,400.0
2018-05-18 12:12:25,7.473,175.0,400.0
2018-05-18 12:12:26,7.421,150.0,400.0
2018-05-18 12:12:27,7.421,142.0,400.0
2018-05-18 12:12:28,7.319,132.0,400.0
2018-05-18 12:12:29,7.245,126.0,400.0
2018-05-18 12:12:30,7.147,117.0,400.0
2018-05-18 12:12:31,7.196,122.0,400.0
2018-05-18 12:12:32,7.196,149.0,400.0
2018-05-18 12:12:33,7.37,155.0,400.0
2018-05-18 12:12:34,7.447,153.0,400.0
2018-05-18 12:12:35,7.5,168.0,400.0
2018-05-18 12:12:36,7.58,174.0,400.0
2018-05-18 12:12:37,7.526,165.0,400.0
2018-05-18 12:12:38,7.58,162.0,400.0
2018-05-18 12:12:39,7.473,158.0,400.0
2018-05-18 12:12:40,7.332,152.0,400.0
2018-05-18 12:12:41,7.147,135.0,400.0
2018-05-18 12:12:42,7.1,141.0,400.0
2018-05-18 12:12:43,7.171,125.0,400.0
2018-05-18 12:12:44,7.171,118.0,400.0
2018-05-18 12:12:45,7.123,120.0,400.0
2018-05-18 12:12:46,7.1,119.0,400.0
2018-05-18 12:12:47,7.123,120.0,400.0
2018-05-18 12:12:48,7.196,132.0,400.0
2018-05-18 12:12:49,7.123,134.0,400.0
2018-05-18 12:12:50,7.147,150.0,400.0
2018-05-18 12:12:51,7.22,147.0,400.0
2018-05-18 12:12:52,7.196,144.0,400.0
2018-05-18 12:12:53,7.076,141.0,400.0
2018-05-18 12:12:54,7.053,138.0,400.0
2018-05-18 12:12:55,6.983,137.0,400.0
2018-05-18 12:12:56,7.029,135.0,400.0
2018-05-18 12:12:57,7.1,137.0,400.0
2018-05-18 12:12:58,7.053,139.0,400.0
2018-05-18 12:12:59,7.053,143.0,400.0
2018-05-18 12:13:00,6.983,141.0,400.0
2018-05-18 12:13:01,7.029,136.0,400.0
2018-05-18 12:13:02,7.123,144.0,400.0
2018-05-18 12:13:03,7.245,141.0,400.0
2018-05-18 12:13:04,7.269,146.0,400.0
2018-05-18 12:13:05,7.345,148.0,400.0
