,speed,power,crop
2018-05-18 13:00:26,4.676,188.0,0.0
2018-05-18 13:00:27,4.867,169.0,0.0
2018-05-18 13:00:28,4.923,122.0,0.0
2018-05-18 13:00:29,5.015,109.0,0.0
2018-05-18 13:00:30,5.05,111.0,0.0
2018-05-18 13:00:31,5.172,119.0,0.0
2018-05-18 13:00:32,5.172,119.0,0.0
2018-05-18 13:00:33,5.172,89.0,0.0
2018-05-18 13:00:34,5.209,84.0,0.0
2018-05-18 13:00:35,5.159,62.0,0.0
2018-05-18 13:00:36,5.098,0.0,0.0
2018-05-18 13:00:37,4.889,0.0,0.0
2018-05-18 13:00:38,4.77,0.0,0.0
2018-05-18 13:00:39,4.697,0.0,0.0
2018-05-18 13:00:40,5.546,347.0,0.0
2018-05-18 13:00:41,5.546,173.5,0.0
2018-05-18 13:00:42,5.546,0.0,0.0
2018-05-18 13:00:43,5.723,0.0,0.0
2018-05-18 13:00:44,5.678,0.0,0.0
2018-05-18 13:00:45,5.633,0.0,0.0
2018-05-18 13:00:46,5.817,99.0,0.0
2018-05-18 13:00:47,5.801,105.0,0.0
2018-05-18 13:00:48,5.832,109.0,0.0
2018-05-18 13:00:49,6.046,115.0,0.0
2018-05-18 13:00:50,6.046,107.0,0.0
2018-05-18 13:00:51,6.221,108.0,0.0
2018-05-18 13:00:52,6.294,103.0,0.0
2018-05-18 13:00:53,6.544,123.0,0.0
2018-05-18 13:00:54,6.728,183.0,0.0
2018-05-18 13:00:55,6.728,183.0,0.0
2018-05-18 13:00:56,6.728,153.0,0.0
2018-05-18 13:00:57,6.645,122.0,0.0
2018-05-18 13:00:58,6.544,111.0,0.0
2018-05-18 13:00:59,6.484,110.0,0.0
2018-05-18 13:01:00,6.524,123.0,0.0
2018-05-18 13:01:01,6.584,125.0,0.0
2018-05-18 13:01:02,6.707,145.0,0.0
2018-05-18 13:01:03,6.728,136.0,0.0
2018-05-18 13:01:04,6.771,124.0,0.0
2018-05-18 13:01:05,6.771,128.0,0.0
2018-05-18 13:01:06,6.901,113.0,0.0
2018-05-18 13:01:07,6.879,98.0,0.0
2018-05-18 13:01:08,6.901,96.0,0.0
2018-05-18 13:01:09,6.857,98.0,0.0
2018-05-18 13:01:10,6.991,107.0,0.0
2018-05-18 13:01:11,6.924,122.0,0.0
2018-05-18 13:01:12,6.991,135.0,0.0
2018-05-18 13:01:13,7.06,171.0,400.0
2018-05-18 13:01:14,7.107,166.0,400.0
2018-05-18 13:01:15,7.154,142.0,400.0
2018-05-18 13:01:16,7.202,154.0,400.0
2018-05-18 13:01:17,7.202,178.0,400.0
2018-05-18 13:01:18,7.531,208.0,400.0
2018-05-18 13:01:19,7.505,162.0,400.0
2018-05-18 13:01:20,7.748,147.0,400.0
2018-05-18 13:01:21,7.721,128.0,400.0
2018-05-18 13:01:22,7.557,121.0,400.0
2018-05-18 13:01:23,7.478,85.0,400.0
2018-05-18 13:01:24,7.401,64.0,400.0
2018-05-18 13:01:25,7.107,61.0,400.0
2018-05-18 13:01:26,7.154,79.0,400.0
2018-05-18 13:01:27,7.131,93.0,400.0
2018-05-18 13:01:28,7.202,142.0,400.0
2018-05-18 13:01:29,7.227,139.0,0.0
2018-05-18 13:01:30,7.107,106.0,0.0
2018-05-18 13:01:31,7.037,96.0,0.0
2018-05-18 13:01:32,6.991,87.0,0.0
2018-05-18 13:01:33,7.084,90.0,0.0
2018-05-18 13:01:34,7.107,85.0,0.0
2018-05-18 13:01:35,7.037,92.0,0.0
2018-05-18 13:01:36,7.06,92.0,0.0
2018-05-18 13:01:37,7.014,92.0,0.0
2018-05-18 13:01:38,6.901,84.0,0.0
2018-05-18 13:01:39,6.879,86.0,0.0
2018-05-18 13:01:40,6.969,96.0,0.0
2018-05-18 13:01:41,6.946,118.0,0.0
2018-05-18 13:01:42,6.835,122.0,0.0
2018-05-18 13:01:43,6.857,118.0,0.0
2018-05-18 13:01:44,6.879,118.0,0.0
2018-05-18 13:01:45,6.857,102.0,0.0
2018-05-18 13:01:46,6.924,113.0,0.0
2018-05-18 13:01:47,7.014,149.0,0.0
2018-05-18 13:01:48,7.251,123.0,0.0
2018-05-18 13:01:49,7.427,181.0,0.0
2018-05-18 13:01:50,7.721,232.0,0.0
2018-05-18 13:01:51,7.805,261.0,0.0
2018-05-18 13:01:52,8.099,289.0,0.0
2018-05-18 13:01:53,8.039,307.0,0.0
2018-05-18 13:01:54,8.192,237.0,0.0
2018-05-18 13:01:55,8.255,276.0,0.0
2018-05-18 13:01:56,8.45,290.0,0.0
2018-05-18 13:01:57,8.585,325.0,0.0
2018-05-18 13:01:58,8.585,316.0,0.0
2018-05-18 13:01:59,8.689,308.0,0.0
2018-05-18 13:02:00,8.906,316.0,0.0
2018-05-18 13:02:01,9.095,304.0,0.0
2018-05-18 13:02:02,9.018,262.0,0.0
2018-05-18 13:02:03,9.133,261.0,0.0
2018-05-18 13:02:04,9.251,291.0,0.0
2018-05-18 13:02:05,9.251,349.0,0.0
2018-05-18 13:02:06,9.291,362.0,0.0
2018-05-18 13:02:07,9.483,405.0,400.0
2018-05-18 13:02:08,9.582,373.0,400.0
2018-05-18 13:02:09,9.497,336.0,400.0
2018-05-18 13:02:10,9.625,283.0,400.0
2018-05-18 13:02:11,9.8,242.0,400.0
2018-05-18 13:02:12,9.8,279.0,400.0
2018-05-18 13:02:13,10.077,310.0,400.0
2018-05-18 13:02:14,10.077,333.0,400.0
2018-05-18 13:02:15,9.756,342.0,400.0
2018-05-18 13:02:16,9.983,379.0,400.0
2018-05-18 13:02:17,10.029,366.0,400.0
2018-05-18 13:02:18,10.077,355.0,400.0
2018-05-18 13:02:19,10.029,336.0,400.0
2018-05-18 13:02:20,10.077,321.0,400.0
2018-05-18 13:02:21,10.172,259.0,400.0
2018-05-18 13:02:22,10.124,247.0,400.0
2018-05-18 13:02:23,10.124,281.0,400.0
2018-05-18 13:02:24,10.148,286.0,400.0
2018-05-18 13:02:25,10.124,334.0,400.0
2018-05-18 13:02:26,10.077,340.0,400.0
2018-05-18 13:02:27,10.124,335.0,0.0
2018-05-18 13:02:28,10.077,318.0,0.0
2018-05-18 13:02:29,9.845,272.0,0.0
2018-05-18 13:02:30,9.8,181.0,0.0
2018-05-18 13:02:31,9.8,0.0,0.0
2018-05-18 13:02:32,9.582,0.0,0.0
2018-05-18 13:02:33,9.291,0.0,0.0
2018-05-18 13:02:34,8.943,0.0,0.0
2018-05-18 13:02:35,8.45,0.0,0.0
2018-05-18 13:02:36,8.287,0.0,0.0
2018-05-18 13:02:37,8.161,0.0,0.0
2018-05-18 13:02:38,8.192,0.0,0.0
2018-05-18 13:02:39,7.949,0.0,0.0
2018-05-18 13:02:40,7.776,0.0,0.0
2018-05-18 13:02:41,7.805,0.0,0.0
2018-05-18 13:02:42,7.557,0.0,0.0
2018-05-18 13:02:43,7.35,0.0,0.0
2018-05-18 13:02:44,7.014,0.0,0.0
2018-05-18 13:02:45,7.014,0.0,0.0
2018-05-18 13:02:46,6.879,0.0,0.0
2018-05-18 13:02:47,6.728,0.0,0.0
2018-05-18 13:02:48,6.604,0.0,0.0
2018-05-18 13:02:49,6.388,0.0,0.0
2018-05-18 13:02:50,6.369,0.0,0.0
2018-05-18 13:02:51,6.257,32.0,0.0
2018-05-18 13:02:52,6.168,45.0,0.0
2018-05-18 13:02:53,6.097,51.0,0.0
2018-05-18 13:02:54,6.132,56.0,0.0
2018-05-18 13:02:55,6.012,43.0,0.0
